,sentiment,title,review,sentiment_label,review_clean
1729,3.0,Hard to hold still when wet,The material is very light when holding which I found difficult to help clean my face.  The surface is rough against the skin.  I’m afraid the wind will blow it away when I take a bath on a long sailing passage.,1,"['material', 'light', 'holding', 'found', 'difficult', 'help', 'clean', 'face', 'surface', 'skin', 'wind', 'away', 'take', 'long']"
1730,1.0,can't see the light 😕,Dollar store garbage don't be fooled,1,['store']
1731,1.0,One Star,Too small.,1,['small']
1732,4.0,Nice but doesn't last,"My wife absolutely loved her fitbit. It was everything she wanted; however, after a year, the thing just died. She took great care of or, so it wasn't misused. Just one day it would not turn on and that was that.",0,"['wife', 'absolutely', 'loved', 'fitbit', 'everything', 'wanted', 'however', 'year', 'thing', 'took', 'great', 'care', 'one', 'day', 'turn']"
1733,1.0,less then 300 miles have a hole in the tread ):,less then 300 miles have a hole in the tread ):,1,"['less', 'mile', 'hole']"
1735,5.0,Fun and a great cardio workout!,"It had been years since I used a jump rope. But, like riding a bike, I was able to coordinate and get my pace up quickly. I forgot how much fun jumping rope can be and I never knew the cardio effect it would have on my body. It even helped me with my coordination and balance (and for a woman in her 60's it's important for me to build on both to stay young). I love the way this grips in my hands and it adjusts to all sizes and shapes of people. I have been using this daily now for a good 20 minute work out after I do walking and weights and I feel amazing1",0,"['year', 'since', 'used', 'jump', 'rope', 'like', 'riding', 'bike', 'able', 'get', 'quickly', 'much', 'fun', 'rope', 'never', 'body', 'even', 'balance', 'woman', 'important', 'build', 'stay', 'love', 'way', 'grip', 'hand', 'size', 'shape', 'people', 'using', 'daily', 'good', 'minute', 'work', 'walking', 'weight', 'feel', 'amazing']"
1736,2.0,Cute but big,Earrings are a little big for my taste- wish they had a picture of what it looked like on. Does look like picture just too big for studs.,1,"['little', 'big', 'taste', 'wish', 'picture', 'looked', 'like', 'doe', 'look', 'like', 'picture', 'big']"
1737,1.0,Update didn’t hold up after 1st summer.But looked good,"Update. Aug 2020.  We had wind this summer in Ca. And I think this Canopy should have held up better. This is the second summer, and last winter we took it down to store in the garage for the winter.<br />Now this yr it’s ruined and for the money I would just buy a less expensive one. This just didn’t hold up as it should have, like the cheaper ones have. Although it looked good. We hopefully are having a wood shelter build soon.<br />—————-<br />I live on a few acres in the mountains in California on a river. Plenty of trees , but these shelter canopy’s we put up close to the house , and put patio furniture underneath.<br />I have to say this is nicer then the usual ones we put up, and this Coleman is a thicker material, and the red material is the part<br />That you can expand to make this larger then 10 x10 feet, that is a cleaver idea.<br />You do not have too expand this on all 4 sides .<br /><br />This is Allot heavier then We expected which is great, but it took Almost 3 adults to get this up,<br />And took us at least a hour!<br />I do not think this type of canopy I would take camping, just to put up for a 3 days, or few days, then take it down cause we didn’t find this Easy to put up like the cheaper ones I usually buy that have lasted us  about 2 to maybe 3 yrs. and we do not take those down.<br />Although once this is up, its very nice, looks good, and I have to admit its much nicer looking then  my cheapers ones,  but more<br />Important for us is, it keeps the area underneath much cooler.<br />Also the underneath of the canopy is Silver and reflects the sun and heat off.<br /><br />I hope this lasts us 3 yrs!",1,"['update', 'wind', 'summer', 'think', 'held', 'better', 'second', 'summer', 'last', 'winter', 'took', 'store', 'garage', 'winter', 'money', 'buy', 'less', 'expensive', 'one', 'didn', 'hold', 'like', 'cheaper', 'one', 'although', 'looked', 'good', 'wood', 'build', 'soon', 'live', 'mountain', 'plenty', 'tree', 'put', 'close', 'house', 'put', 'underneath', 'say', 'one', 'put', 'thicker', 'material', 'red', 'material', 'part', 'make', 'larger', 'foot', 'idea', 'side', 'heavier', 'expected', 'great', 'took', 'almost', 'adult', 'get', 'took', 'least', 'hour', 'think', 'type', 'take', 'camping', 'put', 'day', 'day', 'take', 'cause', 'didn', 'find', 'easy', 'put', 'like', 'cheaper', 'one', 'usually', 'buy', 'lasted', 'maybe', 'take', 'although', 'nice', 'look', 'good', 'much', 'looking', 'one', 'important', 'keep', 'area', 'underneath', 'much', 'cooler', 'also', 'underneath', 'sun', 'heat', 'hope', 'last']"
1738,5.0,well built just as you would expect from Gaiam,"This balance board is very well built just as I have come to expect from Gaiam.  The four corners on the bottom have a rubber area for non-slip on the floor and they give you an easy way to get a grip when moving it.  The size is just right.  I have no complaints.  It does just what it is advertised to do.<br /><br />My only wish that I was a younger man with better balance.  LOL, Hopefully, this will help with the balance issue.  Being a grandpa might be a little late to use one of these.  I am guessing that someone 30 years younger will master this right away.  For an old guy like me, it may take a bit longer.<br /><br />Overall I expect this to last for many years.",0,"['balance', 'board', 'well', 'built', 'come', 'expect', 'four', 'bottom', 'rubber', 'area', 'non', 'slip', 'floor', 'give', 'easy', 'way', 'get', 'grip', 'size', 'right', 'complaint', 'doe', 'advertised', 'wish', 'better', 'balance', 'lol', 'help', 'balance', 'issue', 'might', 'little', 'use', 'one', 'someone', 'year', 'right', 'away', 'old', 'guy', 'like', 'may', 'take', 'bit', 'longer', 'overall', 'expect', 'last', 'many', 'year']"
1739,5.0,hard sides,"I have lots of soft sided coolers, but lets face it.. sometimes you need a hard sided cooler.  This one is just the right size.  Enough for cooler packs and some drinks and eats.  Coleman, always a good brand.  I am sure it will last a long time.",0,"['lot', 'soft', 'cooler', 'let', 'face', 'sometimes', 'need', 'hard', 'cooler', 'one', 'right', 'size', 'enough', 'cooler', 'pack', 'drink', 'always', 'good', 'brand', 'sure', 'last', 'long', 'time']"
1740,5.0,Sweet board,"I got this for someone who's into water sports, and I have to admit at first I thought it was a paddle board- but it turns out this is a pretty excellent board for wake surfing instead! I'm not so familiar with surfboards, but I showed it to a friend who is really into it and they told him it is an excellent board to start off with and learn on. I'm impressed with the quality and detail, definitely worth checking out if you want a board.",0,"['got', 'someone', 'water', 'first', 'thought', 'paddle', 'board', 'turn', 'pretty', 'excellent', 'board', 'instead', 'friend', 'really', 'excellent', 'board', 'start', 'impressed', 'quality', 'definitely', 'worth', 'want', 'board']"
1741,3.0,It's OK,"It's OK.<br />A little heavy and smaller than others I have, but it's so hard to find that perfect fit...!!",1,"['little', 'heavy', 'smaller', 'others', 'hard', 'find', 'perfect', 'fit']"
1742,2.0,Two Stars,didn't fit my 3 gal bottle.,1,"['fit', 'bottle']"
1743,3.0,Great color,Great color but no directions on how to operate and I'm not the sporty type.,1,"['great', 'color', 'direction', 'type']"
1744,5.0,Five Stars,Absolutely love these!!!!,0,"['absolutely', 'love']"
1745,5.0,Awesome kettlebell!,"This 15lb kettlebell and the YouTube Kettlebell exercise video, has helped me tremendously. I'm glad I started with the 15 and not the 10. Needed help in losing weight for my knee surgery. Almost there!",0,"['exercise', 'video', 'glad', 'started', 'needed', 'help', 'weight', 'knee', 'almost']"
1746,1.0,Horrible,"My son was so excited to get this water bottle. We primarily use stainless steel water bottles, but this was our first Crocodile Creek water bottle. I expected good quality based on the price. However, this bottle is horrible quality. The paint chips horribly from day one. After about 6 months of use, the bottle only has a tiny bit of yellow paint left around the top. I would not purchase another Crocodile Creek water bottle.",1,"['son', 'excited', 'get', 'water', 'bottle', 'use', 'steel', 'water', 'bottle', 'first', 'water', 'bottle', 'expected', 'good', 'quality', 'based', 'price', 'however', 'bottle', 'horrible', 'quality', 'paint', 'day', 'one', 'month', 'use', 'bottle', 'tiny', 'bit', 'yellow', 'paint', 'left', 'around', 'top', 'purchase', 'another', 'water', 'bottle']"
1747,5.0,Be wary that this is a pretty tall chair...,These chairs are great.  Quality build.  Sturdy.  I have a few others from this brand although they are the lower height chairs.  This particular one is much taller so maybe not the best to sit outside with your friends because you'll be towering over everyone else.  With that being said they are comfortable and built well.  Definitely a good brand to go with if you're looking for these types of chair.,0,"['chair', 'great', 'quality', 'build', 'sturdy', 'others', 'brand', 'although', 'lower', 'height', 'chair', 'one', 'much', 'maybe', 'best', 'sit', 'outside', 'friend', 'everyone', 'else', 'said', 'comfortable', 'built', 'well', 'definitely', 'good', 'brand', 'looking', 'type', 'chair']"
1748,2.0,Not impressed.,I bought the white frog and a green one. Used the white frog and it reminds me of a cheap rubber toy. Action didn't impress me but I was using it in a ditch not a pond.,1,"['bought', 'white', 'green', 'one', 'used', 'white', 'cheap', 'rubber', 'toy', 'using']"
1749,5.0,Working great so far!!!,Working great so far!!!,0,"['working', 'great', 'far']"
1750,1.0,horrible don't buy this brand breaks after 4 to 5 spokes,I have 12g spoke this items seems to be made od a soft metal am assuming aluminum after 5 spokes it started to open to the point now it is useless to me size 12 is done after only 5 spokes,1,"['item', 'seems', 'made', 'soft', 'metal', 'started', 'open', 'point', 'useless', 'size', 'done']"
1751,3.0,"works, but doesn't solve problem of clumsiness installing bolts on a mounted crank",i bought one because i thought it would be much better than my homemade tool. it's about the same,1,"['bought', 'one', 'thought', 'much', 'better', 'tool']"
1752,4.0,Check the sizing,I thought these would fit me (avg sized adult woman) but these were a tad too small. Of course that's my fault for not looking into the sizing well enough.<br /><br />They seem to be pretty good quality hand grips though with a durable Velcro strap. The plastic buckle isn't too big but it still may dig into the wrist a bit,0,"['thought', 'fit', 'sized', 'adult', 'woman', 'small', 'course', 'looking', 'sizing', 'well', 'enough', 'seem', 'pretty', 'good', 'quality', 'hand', 'grip', 'though', 'durable', 'velcro', 'strap', 'plastic', 'big', 'still', 'may', 'wrist', 'bit']"
1753,2.0,"Back good, seat not so much",comfortable for awhile much better on your back than other fold up chairs but then you realize its now your butt that hurts-  cause you sitting on top of a metal b bar. Its also somewhat more difficult to fold - maybe will get better with a bit more use....if I had all packaging I might have sent it back.......,1,"['comfortable', 'much', 'better', 'back', 'fold', 'chair', 'hurt', 'cause', 'sitting', 'top', 'metal', 'bar', 'also', 'somewhat', 'difficult', 'fold', 'maybe', 'get', 'better', 'bit', 'use', 'might', 'sent', 'back']"
1754,4.0,Four Stars,slides back off the head sometimes,0,"['slide', 'back', 'head', 'sometimes']"
1755,5.0,Very cool knife,"This is one badass knife. I’m not a knife collector or Batman fan but this knife was so unique I bought it. It’s not going to keep you safe in a dark alley but it’s just an awesome knife. I would think a collector would find it very unique, but I don’t know.",0,"['one', 'knife', 'knife', 'fan', 'knife', 'bought', 'going', 'keep', 'safe', 'dark', 'awesome', 'knife', 'think', 'find', 'know']"
1756,5.0,Nice set,"This is a nice high quality set. It comes with a silicone mask, a dry-top snorkel with technology to keep water out, and some nice flippers. It all comes in a nice bag that fits everything easily. I like that it is hypoallergenic. It just felt like a durable set and worked really well when we used it. It is made for children 6 years and older. It is blue green and works well for a boy or a girl.",0,"['nice', 'high', 'quality', 'set', 'come', 'silicone', 'mask', 'dry', 'top', 'keep', 'water', 'nice', 'come', 'nice', 'bag', 'fit', 'everything', 'easily', 'like', 'felt', 'like', 'durable', 'set', 'worked', 'really', 'well', 'used', 'made', 'child', 'year', 'older', 'blue', 'green', 'work', 'well', 'boy']"
1757,4.0,Good pet towel for travel.,"Using this towel for the dog while traveling really helps. Would buy again, if needed.",0,"['using', 'towel', 'dog', 'really', 'help', 'buy', 'needed']"
1758,5.0,These solar powered LED flashlights with keychains are amazing. I gave them as gifts and everyone loved ...,These solar powered LED flashlights with keychains are amazing.  I gave them as gifts and everyone loved them. They are still going strong and it's been months.,0,"['flashlight', 'amazing', 'gave', 'gift', 'everyone', 'loved', 'still', 'going', 'strong', 'month']"
1759,5.0,"Great Seat Cushion, Awesome Company","Cushion is comfortable, firm support, seems very sturdy, not likely to lose its shape.<br />Even better is the company!  I did have an issue, I contacted their customer service and I got a replacement sent out the next day, express delivery.  I experienced a very friendly, caring level of support and good follow-up, which sadly is rare these days!  5 star service, I would definitely purchase other products from this company in the future.",0,"['cushion', 'comfortable', 'support', 'seems', 'sturdy', 'likely', 'lose', 'shape', 'even', 'better', 'company', 'issue', 'customer', 'service', 'got', 'replacement', 'sent', 'next', 'day', 'level', 'support', 'good', 'day', 'star', 'service', 'definitely', 'purchase', 'product', 'company']"
1760,5.0,Always Dependable,Fast and always a dependable fishing swivel.,0,"['fast', 'always', 'fishing']"
1761,3.0,Smaller than expected...,"Perhaps we weren’t aware of the usual size of meditation pillows, because this  one is very small - not big enough to sit on.  If one is sitting on the floor, one could bend over and put one’s head on it - but is it meant for that?  It didn’t come with any instructions for meditation, so we are confused.  A nice small pillow we can use with the grandchildren, so all is not lost!",1,"['perhaps', 'size', 'pillow', 'one', 'small', 'big', 'enough', 'sit', 'one', 'sitting', 'floor', 'one', 'put', 'one', 'head', 'didn', 'come', 'instruction', 'nice', 'small', 'pillow', 'use', 'lost']"
1762,3.0,handy 1-wk smelly when got it  still has odor if u have MCS Rosacea or breathing issue wil bother u,We've had it awhile when it first came we used it immediately for one week while we had company it had a smell to it whether it was the phone smell or just packing and and the wrapping it still has this odor and we've left it unrolled in a guest bedroom on top of a twin bed and have flipped it both sides exposed for long periods of time and every time I walk in that room I can still smell this weave wash the bedding that it sits on thinking that the smell leached into that.,1,"['first', 'came', 'used', 'immediately', 'one', 'week', 'company', 'smell', 'phone', 'smell', 'still', 'left', 'top', 'bed', 'side', 'long', 'time', 'every', 'time', 'walk', 'room', 'still', 'smell', 'wash', 'thinking', 'smell']"
1763,5.0,Five Stars,"Great product, haven't had any problems.",0,"['great', 'product', 'problem']"
1764,1.0,Not as described,These are not the large matches as described!! Don't wast your money pickup some locally!,1,"['large', 'match', 'described', 'money']"
1765,3.0,"Nice, attractive, but a bit impractical.","Nice little unit, but I haven't been using it.  Users are required to measure ten strides in order to &#34;calibrate&#34; the tracker.  But the length of my stride when I'm in the neighborhood or on a treadmill walking for exercise is very different than when I'm grocery shopping,  walking my small dog, or just moving around my apartment.  Also, as with many of these small high tech devices, it can be difficult to push all the right buttons in the correct order within the given number of seconds to &#34;set up&#34; the device.  And finally, the instructions are printed in what must be a 4 or 5 point font that I found difficult to read.  Hard to punch the buttons in order when you're also trying to hold a magnifying glass!  I guess I needed something a bit lower-tech.",1,"['nice', 'little', 'unit', 'using', 'user', 'order', 'length', 'treadmill', 'walking', 'exercise', 'different', 'walking', 'small', 'dog', 'around', 'also', 'many', 'small', 'high', 'device', 'difficult', 'push', 'right', 'button', 'correct', 'order', 'within', 'given', 'number', 'second', 'set', 'device', 'finally', 'instruction', 'must', 'point', 'found', 'difficult', 'read', 'hard', 'button', 'order', 'also', 'trying', 'hold', 'glass', 'guess', 'needed', 'something', 'bit', 'lower']"
1766,5.0,Wont look like ugly spare black spare tire in your home!!,"SOO PRETTY!! This Pearlescent mint is awesome… And yes I’m talking about a yoga ball!!? I love the ball is not “the ugly black spare tire look that accidentally got left out in the living room..!!<br /><br />The ridged ball serves a purpose which is something some don’t know! This has “small ridges” (a few inches apart) that circumference the ball. These help keep a person in place when using (sort of like tread on a tire but, it’s not grabby!) I see this very beneficial for any who may need a little extra help ie. hindered with Injury, elderly or, just need or lack natural balance..<br /><br />Although supplied with a hand pump- be prepared for this to take a lot of effort/time to inflate- the better part of an hour.. (especially with 75cm size!!) This has a thick outer surface to keep it from puncture or bursting- which is nice to give user peace of mind. *This has an internal air bladder in case exterior puncture takes place.. it’s made to “break ones fall“ to the ground and let you down slower so to speak. Slower = 1.5sec to deflate so it breaks the impact if popped vs. hitting ground hard if it pops.. (trust me, it still can scare you but, 1.5 makes all the difference!) Bc of time to fill- we ended up using an electric pump to make quicker work of the task.. Those younger with more muscle may not find this as tedious. Just note: this IS compatible with an electric pump and worth getting it out for the job!!<br /><br />Overall, this is  X1 of the more solid yoga balls I’ve seen- it has such an eye on quality and built in safety Im impressed. Sold at $23- The only thing to make this a better option is offer all inclusive set.!! Hoping this info can help your decision-Stay healthy.. stay safe!",0,"['pretty', 'awesome', 'yes', 'yoga', 'ball', 'love', 'ball', 'black', 'tire', 'look', 'got', 'left', 'room', 'ball', 'purpose', 'something', 'know', 'small', 'inch', 'apart', 'ball', 'help', 'keep', 'person', 'place', 'using', 'sort', 'like', 'tire', 'see', 'may', 'need', 'little', 'extra', 'help', 'need', 'lack', 'balance', 'although', 'hand', 'pump', 'take', 'lot', 'effort', 'time', 'inflate', 'better', 'part', 'hour', 'especially', 'size', 'thick', 'surface', 'keep', 'nice', 'give', 'user', 'mind', 'air', 'bladder', 'case', 'take', 'place', 'made', 'break', 'one', 'fall', 'ground', 'let', 'break', 'ground', 'hard', 'pop', 'trust', 'still', 'make', 'difference', 'time', 'fill', 'ended', 'using', 'pump', 'make', 'work', 'muscle', 'may', 'find', 'note', 'pump', 'worth', 'getting', 'job', 'overall', 'solid', 'yoga', 'ball', 'seen', 'eye', 'quality', 'built', 'safety', 'impressed', 'thing', 'make', 'better', 'option', 'offer', 'set', 'hoping', 'info', 'help', 'decision', 'stay', 'stay', 'safe']"
1767,5.0,Fits and Holds Well!,"I am surprised at how well this fits - I got the XL size, and had to step into it. It is snug, and stays on, doesn't fold up. It can carry my car key, my credit cards/money and my phone. I love that it's ""hidden"" underneath my shirt and I don't even know it's on when my phone isn't in it. It's SO much better than carrying a purse. The one thing that I wish was different - no logo on front and back.",0,"['surprised', 'well', 'fit', 'got', 'size', 'step', 'snug', 'stay', 'doe', 'fold', 'carry', 'car', 'key', 'card', 'money', 'phone', 'love', 'underneath', 'shirt', 'even', 'know', 'phone', 'much', 'better', 'carrying', 'one', 'thing', 'wish', 'different', 'logo', 'front', 'back']"
1768,3.0,"Looks great, but large to carry around all the time","This bottle is somehow larger than I expected. Measurements are on the side, which help you see how much liquid you are actually drinking.<br /><br />The colors are great...green, white and watermelon pink. It is lightweight and pretty easy to clean. The white middle has a bumpy section to help you hold on to it.<br />(One of my photos shows this bottle side by side with my 24 oz Bubba cup for size comparison.)<br /><br />It is also pretty wide. It made it a little hard for me to hold in my hands.<br />Overall, this is not my person first choice for water bottles, but that is mainly because it is hard for me to hold. This would be a good bottle for camping or gym workouts.",1,"['bottle', 'larger', 'expected', 'side', 'help', 'see', 'much', 'liquid', 'actually', 'drinking', 'color', 'great', 'green', 'white', 'lightweight', 'pretty', 'easy', 'clean', 'white', 'middle', 'section', 'help', 'hold', 'one', 'photo', 'show', 'bottle', 'side', 'side', 'cup', 'size', 'also', 'pretty', 'wide', 'made', 'little', 'hard', 'hold', 'hand', 'overall', 'person', 'first', 'choice', 'water', 'bottle', 'hard', 'hold', 'good', 'bottle', 'camping', 'gym', 'workout']"
1770,3.0,"Very small, but it works!","[[VIDEOID:31a1c16114baf937cd66c8620bc917ff]] This would be perfect if it was 3 feet high, instead of 11 inches.  Plus, when you lay it back to set it up it is lower.  You will need a box to set this on.  You can hear the ping when you hit it and the targets do swing then too.  I really like it, but wish it was bigger.<br /><br />Trust you found this review honest and helpful:-)",1,"['videoid', 'perfect', 'foot', 'high', 'instead', 'inch', 'plus', 'lay', 'back', 'set', 'lower', 'need', 'box', 'set', 'hear', 'hit', 'really', 'like', 'wish', 'bigger', 'trust', 'found', 'review', 'honest', 'helpful']"
1771,2.0,Small and thin,Hard to get out of your pocket,1,"['hard', 'get', 'pocket']"
1772,5.0,Five Stars,Good shirt,0,"['good', 'shirt']"
1773,4.0,Arrived with cracked coating - need to coat to prevent rust,Arrived with cracked coating - need to coat to prevent rust,0,"['arrived', 'need']"
1774,5.0,Love these,"These dumbbells are great!  I love the rubber coating. They are comfortable in my hands and if I happen to drop them, they don't mess up the floor.  I love the bright color. It makes them easy to spot.",0,"['great', 'love', 'rubber', 'comfortable', 'hand', 'drop', 'floor', 'love', 'bright', 'color', 'make', 'easy', 'spot']"
1775,3.0,Better for beginners than advanced players,"I liked the other volleyball I got from Amazon better. These are not bad but they are a tad light. I have been playing for over 33 years now and definitely know a thing or two about volleyballs. I think these are good volleyballs for beginners since they are pretty light and therefore would be easier on their hands when playing, especially setting the ball. Seasoned players, like the ones from my team, were not big fans and their main complaint was that the ball was just too light and they felt like ""it wouldn't come back down"" comparing it to a balloon of sorts.<br /><br />The material and make of it is pretty good but the leather is a bit on the cheaper side. As i said I can't see seasoned players using this one, they will in a pinch but for the most part I can recommend this ball for beginners and also kids.",1,"['liked', 'got', 'amazon', 'better', 'bad', 'light', 'playing', 'year', 'definitely', 'know', 'thing', 'two', 'think', 'good', 'beginner', 'since', 'pretty', 'light', 'easier', 'hand', 'playing', 'especially', 'setting', 'ball', 'like', 'one', 'team', 'big', 'fan', 'main', 'complaint', 'ball', 'light', 'felt', 'like', 'come', 'back', 'sort', 'material', 'make', 'pretty', 'good', 'bit', 'cheaper', 'side', 'said', 'see', 'using', 'one', 'part', 'recommend', 'ball', 'beginner', 'also', 'kid']"
1776,5.0,They love it!,This was a Christmas gift for my son & daughter in law!  They love it!!,0,"['christmas', 'gift', 'son', 'daughter', 'love']"
1777,5.0,Impressed! High quality and thick,"This is my first set of resistance bands like this, and I'm impressed. The bands are thick, come in a nice travel bag, and are high quality. I appreciate that the bands are also labeled with the resistance amounts. I've used these a handful of times so far and they have performed well and have held up perfectly--I'd expect these to last a while.<br /><br />Overall, I'm really pleased! I'd recommend these.",0,"['first', 'set', 'resistance', 'band', 'like', 'impressed', 'band', 'thick', 'come', 'nice', 'travel', 'bag', 'high', 'quality', 'appreciate', 'band', 'also', 'resistance', 'amount', 'used', 'time', 'far', 'well', 'held', 'perfectly', 'expect', 'last', 'overall', 'really', 'pleased', 'recommend']"
1778,5.0,"Ok product, well made",I bought this item for exercise - I like it when I remember to use it!,0,"['bought', 'item', 'exercise', 'like', 'remember', 'use']"
1779,5.0,Very nice quality wrench….,"As a wrench, it works perfectly.  The quality is nice and the blue makes it easy to find among my tools.  The price under $10 is a very good deal.",0,"['work', 'perfectly', 'quality', 'nice', 'blue', 'make', 'easy', 'find', 'tool', 'price', 'good', 'deal']"
1780,3.0,Lightweight backpack too big for anything but light items; it’s water resistant,"I ordered this pack in their [[ASIN:B07RHNRB6R smaller 20L size]] and decided to order this larger one as well.<br /><br />This backpack is a bit unexpected in its design. It folds into the exterior pocket. Therefore, the pouch that it came in is actually the outside pocket of the pack. All I had to do was unzip the pouch and unfold the backpack from within that pouch. The act of unfurling the bag forms the lower exterior zippered pocket. All that was left was to do was to tuck the loop inside and zipper the pocket.<br /><br />I was able to fit some heavy books inside with room to spare. However, I do not recommend using this for books or a computer. Since there is no padding in the straps, it is uncomfortable to walk long distances with this unless the items inside are lightweight--like soft clothing.<br /><br />The material reminds me of the baggalini-type bags made of a strong nylon. However, this backpack is thin, so I do feel anything with sharp edges would tear through this after prolonged use.  The material is water resistant. I put part of the pack under running water and the water just rolled right off.<br /><br />Besides two exterior pockets and one interior folder pocket, there are two mesh water bottle pockets on each side that fit my standard-sized water bottles with room to spare. The shoulder straps have a tiny pocket on each side for a flip phone or perhaps tissues, etc. There is a chest strap and side cinch straps, since this is a larger (meaning taller) bag. The tiny reflective strips at the edges of the outside pocket, in the center of the bag, and on the outside mesh of the water bottle pockets are a nice safety touch. In this larger size, they sewed the reflector strap to the outside of the water bottle pockets which allows it to be shown. They did not do that correctly with the smaller version.<br /><br />Overall, for the current price of $21.99 plus 5% off with a coupon savings, I feel this is competitively priced. It packs small and light and is perfect to carry around for when an extra backpack is needed. However, this 35L size is taller than a full-sized backpack and comes without any cushioning. The water bottle pockets are a little wide, so larger bottles will fit in those pockets.  I would not put a laptop in this unless it is protected with a padded sleever or otterbox type case. I would also not carry anything heavy in here since there is no shoulder padding; I certainly found it to be uncomfortable to use with heavy items inside. My other version is smaller and heavy items in that one are not as uncomfortable as in this larger size.",1,"['ordered', 'pack', 'asin', 'smaller', 'size', 'decided', 'order', 'larger', 'one', 'well', 'backpack', 'bit', 'design', 'fold', 'pocket', 'pouch', 'came', 'actually', 'outside', 'pocket', 'pack', 'pouch', 'backpack', 'within', 'pouch', 'bag', 'lower', 'pocket', 'left', 'loop', 'inside', 'zipper', 'pocket', 'able', 'fit', 'heavy', 'inside', 'room', 'however', 'recommend', 'using', 'since', 'padding', 'strap', 'uncomfortable', 'walk', 'long', 'distance', 'unless', 'item', 'inside', 'lightweight', 'like', 'soft', 'material', 'type', 'bag', 'made', 'strong', 'however', 'backpack', 'thin', 'feel', 'anything', 'sharp', 'edge', 'use', 'material', 'water', 'resistant', 'put', 'part', 'pack', 'running', 'water', 'water', 'right', 'two', 'pocket', 'one', 'pocket', 'two', 'mesh', 'water', 'bottle', 'pocket', 'side', 'fit', 'standard', 'sized', 'water', 'bottle', 'room', 'shoulder', 'strap', 'tiny', 'pocket', 'side', 'phone', 'perhaps', 'etc', 'strap', 'side', 'strap', 'since', 'larger', 'bag', 'tiny', 'edge', 'outside', 'pocket', 'center', 'bag', 'outside', 'mesh', 'water', 'bottle', 'pocket', 'nice', 'safety', 'touch', 'larger', 'size', 'strap', 'outside', 'water', 'bottle', 'pocket', 'allows', 'correctly', 'smaller', 'version', 'overall', 'current', 'price', 'plus', 'feel', 'priced', 'pack', 'small', 'light', 'perfect', 'carry', 'around', 'extra', 'backpack', 'needed', 'however', 'size', 'full', 'sized', 'backpack', 'come', 'without', 'water', 'bottle', 'pocket', 'little', 'wide', 'larger', 'bottle', 'fit', 'pocket', 'put', 'unless', 'type', 'case', 'also', 'carry', 'anything', 'heavy', 'since', 'shoulder', 'padding', 'certainly', 'found', 'uncomfortable', 'use', 'heavy', 'item', 'inside', 'version', 'smaller', 'heavy', 'item', 'one', 'uncomfortable', 'larger', 'size']"
1782,3.0,High School Shop making boards,Really poor packaging lost the nuts and bolts in the mail.  The box had mostly dissolved and the parts bags were opened(not a good combo). but the quality seems ok.  Our cnc cuts out hardwood boards and it is nice to have a package that has the parts that we need(minus the parts that got lost in the mail).,1,"['really', 'poor', 'lost', 'bolt', 'box', 'mostly', 'part', 'bag', 'opened', 'good', 'quality', 'seems', 'cut', 'board', 'nice', 'package', 'part', 'need', 'part', 'got', 'lost']"
1783,3.0,Ordered my size.  We're small.,these leggings are the average everyday leggings.  not worth 5 star review,1,"['legging', 'average', 'legging', 'worth', 'star', 'review']"
1784,5.0,Great hat,Great hat,0,"['great', 'hat']"
1785,5.0,"Excellent, Easy to Ride & Handle",[[VIDEOID:7f7dc820d28adf64f329da84af6d2452]] The 350 watt motor has enough power for adults to ride too.  The light system is very cool.  The air vent underneath is to cool the battery which provides on average 6 miles riding distance.  It can reach 21 mph on flat surfaces too.  I love riding smaller boards as it gives me more control and maneuverability.  The light system is spectacular.  The ride is smooth.  The binding and battery is very low profile for easy carrying and sleek design.<br /><br />Trust you found this review honest and helpful:-),0,"['videoid', 'enough', 'power', 'adult', 'ride', 'light', 'system', 'cool', 'air', 'underneath', 'cool', 'battery', 'provides', 'average', 'mile', 'riding', 'distance', 'reach', 'flat', 'surface', 'love', 'riding', 'smaller', 'board', 'give', 'control', 'light', 'system', 'ride', 'smooth', 'battery', 'low', 'easy', 'carrying', 'design', 'trust', 'found', 'review', 'honest', 'helpful']"
1786,5.0,Fits to ur size,"Got size XL Very nice jucket, 6.1in &195lbs. Fits perfect, not tight. Can even put a sweater under. I got black",0,"['got', 'size', 'nice', 'fit', 'perfect', 'tight', 'even', 'put', 'got', 'black']"
